"Month.Year","Local.Govt.Area","Approved.Sites","Operational.Sites","Approved.EGMs","Operational.EGMs","Player.Money.Lost","source","author"
"August 2016","TOWNSVILLE","44",39,1894,1686,8813547.28,"Wankarani Settlement dataset","Timothy L. McAndrews"
"August 2016","WEIPA","3",3,76,74,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"August 2016","WESTERN DOWNS","24",22,381,335,928055.75,"Wankarani Settlement dataset","Timothy L. McAndrews"
"August 2016","WHITSUNDAY","18",17,501,418,1924497.45,"Wankarani Settlement dataset","Timothy L. McAndrews"
"August 2016","WINTON","3",3,17,13,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","BALONNE","5",5,86,86,226819.24,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","BANANA","10",10,155,152,444269.21,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","BARCALDINE","3",3,28,28,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","BLACKALL TAMBO","2",2,18,18,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","BRISBANE","192",186,8971,8524,42981129.86,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","BUNDABERG","36",36,1362,1179,4325549.06,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","BURDEKIN","8",7,214,169,550450.25,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","CAIRNS","42",41,1948,1840,9096216.12,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","CARPENTARIA","3",3,48,48,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","CASSOWARY COAST","14",14,374,372,1122687.58,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","CENTRAL HIGHLANDS","17",17,412,387,1088322.47,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","CHARTERS TOWERS","9",9,150,150,425673.6,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","CLONCURRY","5",5,72,72,311410.78,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","COOK","3",3,54,48,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","DOUGLAS","7",7,157,145,642326.57,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","FLINDERS","2",2,28,28,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","FRASER COAST","34",34,1322,1260,5011562.6,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","GLADSTONE","25",24,659,620,2486696.87,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","GOLD COAST","130",125,5930,5659,28353864.67,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","GOONDIWINDI","9",9,147,144,448862.05,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","GYMPIE","19",18,370,362,1355161.51,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","HINCHINBROOK","7",7,97,89,324914.06,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","IPSWICH","37",37,1769,1506,7677336.65,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","ISAAC","16",15,306,300,720979.5,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","LIVINGSTONE","13",11,302,287,1213010.37,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","LOCKYER VALLEY","16",16,247,247,1065079.26,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","LOGAN","38",36,2138,2028,13612432.54,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","LONGREACH","5",4,87,62,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","MACKAY","45",42,1868,1716,5849686.82,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","MARANOA","10",9,179,140,392010.15,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","MAREEBA","7",7,213,199,713594.4,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","MCKINLAY","1",NA,10,NA,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","MORETON BAY","64",62,3516,3175,17125272.95,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","MOUNT ISA","6",6,443,433,2159219.33,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","MURWEH","5",5,60,60,160588.22,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","NOOSA","14",14,531,506,2172875.8,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","NORTH BURNETT","8",8,83,83,212266.98,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","PAROO","1",1,24,24,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","QUILPIE","1",1,6,6,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","REDLAND","28",27,1245,1230,5668728.39,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","RICHMOND","1",1,8,8,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","ROCKHAMPTON","36",32,1057,979,4183191.06,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","SCENIC RIM","19",19,269,253,671230.68,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","SOMERSET","13",12,149,127,342183.92,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","SOUTH BURNETT","17",17,339,338,1187566.91,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","SOUTHERN DOWNS","13",13,356,351,912363.76,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","SUNSHINE COAST","70",70,3003,2942,12559589.8,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","TABLELANDS","5",5,155,147,510871.3,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","TOOWOOMBA","55",53,1699,1584,5944404.4,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","TORRES","5",4,140,87,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","TOWNSVILLE","44",39,1894,1686,8122534.72,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","WEIPA","3",3,76,74,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","WESTERN DOWNS","24",22,381,335,963794.18,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","WHITSUNDAY","18",17,501,418,1769450.04,"Wankarani Settlement dataset","Timothy L. McAndrews"
"September 2016","WINTON","3",3,17,13,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","BALONNE","5",5,86,86,160936.55,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","BANANA","10",10,155,152,453745.3,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","BARCALDINE","3",3,28,28,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","BLACKALL TAMBO","2",2,18,18,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","BRISBANE","191",186,8966,8522,43484967.4,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","BUNDABERG","36",36,1362,1179,4426818.82,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","BURDEKIN","8",7,214,169,595001.03,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","CAIRNS","42",41,1948,1841,8373464.34,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","CARPENTARIA","3",3,48,48,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","CASSOWARY COAST","14",14,374,372,1124064.31,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","CENTRAL HIGHLANDS","17",17,412,387,1192253.95,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","CHARTERS TOWERS","9",9,150,150,444740.51,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","CLONCURRY","5",5,72,72,213843.72,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","COOK","3",3,54,48,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","DOUGLAS","7",7,161,145,594529.84,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","FLINDERS","2",2,28,28,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","FRASER COAST","34",34,1322,1260,5082142.6,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","GLADSTONE","25",24,666,620,2279636.06,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","GOLD COAST","130",125,5935,5657,28721516.86,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","GOONDIWINDI","9",9,147,144,424405.57,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","GYMPIE","19",19,370,370,1303381.31,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","HINCHINBROOK","7",7,97,89,325856.91,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","IPSWICH","38",37,1866,1624,7521353.01,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","ISAAC","15",15,306,300,764966.91,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","LIVINGSTONE","13",11,302,287,1152011.03,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","LOCKYER VALLEY","16",16,247,247,939478.79,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","LOGAN","38",36,2138,2018,13338921.66,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","LONGREACH","5",4,87,62,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","MACKAY","45",42,1858,1671,5651011.64,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","MARANOA","10",9,179,140,459626.86,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","MAREEBA","7",7,213,199,679797.73,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","MCKINLAY","1",1,10,10,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","MORETON BAY","63",62,3468,3187,16840024.27,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","MOUNT ISA","6",6,443,433,2089636.32,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","MURWEH","5",5,60,60,113422.1,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","NOOSA","14",14,531,506,2220789.12,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","NORTH BURNETT","8",8,83,83,217183.41,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","PAROO","1",1,24,24,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","QUILPIE","1",1,6,6,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","REDLAND","28",27,1249,1164,5867348.3,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","RICHMOND","1",1,8,8,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","ROCKHAMPTON","36",32,1065,979,4292173.41,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","SCENIC RIM","19",18,269,249,651880.8,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","SOMERSET","13",12,149,127,362830.22,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","SOUTH BURNETT","17",17,339,338,1076299.76,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","SOUTHERN DOWNS","13",13,356,351,873519.45,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","SUNSHINE COAST","70",70,3003,2942,12704929.33,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","TABLELANDS","5",5,155,147,470357.93,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","TOOWOOMBA","55",53,1699,1584,5843559.8,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","TORRES","5",4,140,87,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","TOWNSVILLE","44",39,1894,1686,7913253.54,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","WEIPA","3",3,76,74,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","WESTERN DOWNS","24",22,389,335,933991.43,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","WHITSUNDAY","18",17,501,418,1730590.35,"Wankarani Settlement dataset","Timothy L. McAndrews"
"October 2016","WINTON","3",3,17,13,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","BALONNE","5",5,63,86,170412.98,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","BANANA","10",10,155,152,389208.89,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","BARCALDINE","3",3,28,28,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","BLACKALL TAMBO","2",2,18,18,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","BRISBANE","190",186,8981,8541,41815651.07,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","BUNDABERG","36",36,1362,1179,4207256.26,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","BURDEKIN","8",7,214,169,585206.83,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","CAIRNS","42",41,1948,1843,8053792.38,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","CARPENTARIA","3",3,48,48,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","CASSOWARY COAST","14",14,374,372,1003756.8,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","CENTRAL HIGHLANDS","17",17,412,387,1179863.86,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","CHARTERS TOWERS","9",9,150,150,411438.53,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","CLONCURRY","5",5,72,72,220817.71,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","COOK","3",3,54,48,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","DOUGLAS","8",7,186,145,458997.41,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","FLINDERS","2",2,28,28,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","FRASER COAST","34",34,1338,1263,4754844.55,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","GLADSTONE","25",24,666,624,2191493.36,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","GOLD COAST","130",125,5935,5669,26823001.81,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","GOONDIWINDI","9",9,147,149,395938.16,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","GYMPIE","19",19,388,374,1242564.88,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","HINCHINBROOK","7",7,97,89,302282.97,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","IPSWICH","38",37,1866,1635,7131267.88,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","ISAAC","15",15,306,300,734968.19,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","LIVINGSTONE","13",11,302,287,1111561.21,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","LOCKYER VALLEY","16",16,247,247,942432.87,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","LOGAN","38",36,2138,2024,12518682.83,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","LONGREACH","5",4,87,62,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","MACKAY","45",41,1858,1660,5748837.81,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","MARANOA","10",9,179,140,421925.47,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","MAREEBA","7",7,213,199,661856.37,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","MCKINLAY","1",1,10,10,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","MORETON BAY","63",62,3468,3193,15826271.94,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","MOUNT ISA","6",6,443,427,1959624.11,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","MURWEH","5",5,60,60,117592.22,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","NOOSA","14",14,531,506,2021473.52,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","NORTH BURNETT","8",8,83,83,208533.09,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","PAROO","1",1,24,23,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","QUILPIE","1",1,6,6,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","REDLAND","28",27,1249,1230,5630396.47,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","RICHMOND","1",1,8,8,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","ROCKHAMPTON","36",32,1065,979,3962612.72,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","SCENIC RIM","19",18,269,249,633522.66,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","SOMERSET","13",11,137,115,298437.89,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","SOUTH BURNETT","17",17,339,338,1073889.5,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","SOUTHERN DOWNS","13",13,356,351,905104.95,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","SUNSHINE COAST","70",70,3003,2942,12091025.39,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","TABLELANDS","5",5,155,147,490359.72,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","TOOWOOMBA","55",53,1699,1584,5570049.09,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","TORRES","5",4,140,87,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","TOWNSVILLE","44",39,1910,1690,7732952.74,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","WEIPA","3",3,76,74,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","WESTERN DOWNS","24",22,389,335,996582.04,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","WHITSUNDAY","18",17,506,423,1576286.18,"Wankarani Settlement dataset","Timothy L. McAndrews"
"November 2016","WINTON","3",3,17,13,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","BALONNE","5",4,63,63,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","BANANA","10",10,155,152,392503.58,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","BARCALDINE","3",3,28,28,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","BLACKALL TAMBO","2",2,18,18,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","BRISBANE","192",185,9033,8541,43407957.8,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","BUNDABERG","36",36,1358,1175,4335126.95,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","BURDEKIN","8",7,214,169,577218.29,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","CAIRNS","42",41,1948,1841,8457750.43,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","CARPENTARIA","3",3,48,48,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","CASSOWARY COAST","14",14,374,372,1068669.24,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","CENTRAL HIGHLANDS","17",16,412,344,1090882.06,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","CHARTERS TOWERS","9",9,150,150,358074.68,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","CLONCURRY","5",5,72,72,249745.76,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","COOK","3",3,54,48,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","DOUGLAS","8",7,186,145,568062.99,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","FLINDERS","2",2,28,28,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","FRASER COAST","34",34,1338,1295,5014836.26,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","GLADSTONE","25",24,666,620,2214899.48,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","GOLD COAST","129",125,5905,5667,27370663.56,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","GOONDIWINDI","9",9,147,145,457509.14,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","GYMPIE","19",19,388,370,1213371.34,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","HINCHINBROOK","7",7,97,89,352287.6,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","IPSWICH","38",37,1866,1641,7697216.04,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","ISAAC","15",15,306,306,693605.06,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","LIVINGSTONE","13",11,302,287,1240683.34,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","LOCKYER VALLEY","16",16,247,247,979069.7,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","LOGAN","38",36,2138,2018,13373084.3,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","LONGREACH","5",4,87,62,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","MACKAY","45",41,1858,1657,5968929.94,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","MARANOA","10",9,179,140,436489.18,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","MAREEBA","7",7,200,207,733238.95,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","MCKINLAY","1",1,10,10,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","MORETON BAY","63",62,3468,3187,16975183.78,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","MOUNT ISA","6",6,443,433,2078894.28,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","MURWEH","5",5,60,60,147332.19,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","NOOSA","14",14,531,506,2236692.57,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","NORTH BURNETT","8",8,83,83,232221.98,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","PAROO","1",1,24,24,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","QUILPIE","1",1,6,6,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","REDLAND","28",27,1249,1230,5879285.13,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","RICHMOND","1",1,8,8,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","ROCKHAMPTON","36",32,1063,979,4314872.14,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","SCENIC RIM","19",18,264,244,593349.93,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","SOMERSET","12",11,137,115,376891.37,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","SOUTH BURNETT","17",17,346,338,1083243.23,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","SOUTHERN DOWNS","13",13,356,351,991858.36,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","SUNSHINE COAST","70",70,3003,2942,12585857.18,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","TABLELANDS","5",5,155,147,508298.75,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","TOOWOOMBA","55",53,1699,1586,5938621.78,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","TORRES","5",4,140,87,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","TOWNSVILLE","44",39,1906,1682,8291676.8,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","WEIPA","3",3,76,74,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","WESTERN DOWNS","24",22,389,335,959954.74,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","WHITSUNDAY","18",17,506,418,1679001.95,"Wankarani Settlement dataset","Timothy L. McAndrews"
"December 2016","WINTON","3",3,17,13,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2017","BALONNE","4",4,63,63,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2017","BANANA","10",10,155,152,373009.47,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2017","BARCALDINE","3",3,28,28,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2017","BLACKALL TAMBO","2",2,18,18,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2017","BRISBANE","192",185,9033,8624,40397757.26,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2017","BUNDABERG","36",36,1358,1178,3916408.23,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2017","BURDEKIN","8",7,214,169,513916.32,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2017","CAIRNS","42",41,1948,1851,7570944.3,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2017","CARPENTARIA","3",3,48,48,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2017","CASSOWARY COAST","14",14,374,375,975839.68,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2017","CENTRAL HIGHLANDS","17",16,369,344,887108.29,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2017","CHARTERS TOWERS","9",9,150,150,390226.43,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2017","CLONCURRY","5",5,72,72,198125.82,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2017","COOK","3",3,54,48,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2017","DOUGLAS","8",7,186,145,494857.84,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2017","FLINDERS","2",2,28,28,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2017","FRASER COAST","34",34,1338,1299,4753591.87,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2017","GLADSTONE","25",24,666,620,2055466.5,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2017","GOLD COAST","129",125,5905,5705,26742164.35,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2017","GOONDIWINDI","9",9,147,146,406779.67,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2017","GYMPIE","19",19,388,371,1155603.31,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2017","HINCHINBROOK","7",7,97,89,322042.23,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2017","IPSWICH","38",37,1866,1650,6923012.45,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2017","ISAAC","15",15,306,308,636755.11,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2017","LIVINGSTONE","13",11,302,287,1147745.61,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2017","LOCKYER VALLEY","16",16,247,250,942945.25,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2017","LOGAN","38",36,2138,2023,11988207.25,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2017","LONGREACH","5",4,87,63,NA,"Wankarani Settlement dataset","Timothy L. McAndrews"
"January 2017","MACKAY","45",41,1858,1662,5361024.76,"Wankarani Settlement dataset","Timothy L. McAndrews"
